"ID","URL","PDF","Country","Province","Date","Completion","Trial status","Design","Blinding","Arms","COVID-19 status","Patient setting","Outcome","Treatment","Size"
"NCT04346355","https://ClinicalTrials.gov/show/NCT04346355",NA,"Italy","Milano","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2","SOC, TCZ",126
"NCT04346355","https://ClinicalTrials.gov/show/NCT04346355",NA,"Italy","Novara","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2","SOC, TCZ",126
"NCT04346355","https://ClinicalTrials.gov/show/NCT04346355",NA,"Italy","Padova","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2","SOC, TCZ",126
"NCT04346355","https://ClinicalTrials.gov/show/NCT04346355",NA,"Italy","Parma","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2","SOC, TCZ",126
"NCT04346355","https://ClinicalTrials.gov/show/NCT04346355",NA,"Italy","Piacenza","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2","SOC, TCZ",126
"NCT04346355","https://ClinicalTrials.gov/show/NCT04346355",NA,"Italy","Pisa","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2","SOC, TCZ",126
"NCT04346355","https://ClinicalTrials.gov/show/NCT04346355",NA,"Italy","Bergamo","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2","SOC, TCZ",126
"NCT04346355","https://ClinicalTrials.gov/show/NCT04346355",NA,"Italy","Treviso","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2","SOC, TCZ",126
"NCT04346355","https://ClinicalTrials.gov/show/NCT04346355",NA,"Italy","Venezia","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2","SOC, TCZ",126
"NCT04346355","https://ClinicalTrials.gov/show/NCT04346355",NA,"Italy","Verona","2020-Apr","2020-Jun","Status Unclear","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, ICU Admission, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, IL-6, Lymphocyte Count, PaO2-FiO2","SOC, TCZ",126
"NCT04335032","https://clinicaltrials.gov/show/NCT04335032",NA,"Switzerland","Bern","2020-Jan",NA,"Not Recruiting","Single-Arm","Open-Label",1,"Confirmed","Hospital",NA,"Nutrition",240
"NCT04374526","https://ClinicalTrials.gov/show/NCT04374526",NA,"Italy","Roma","2020-May","2020-Sep","Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital",NA,"Plasma based therapy, SOC",182
"NCT04374526","https://ClinicalTrials.gov/show/NCT04374526",NA,"Italy","Chieti","2020-May","2020-Sep","Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital",NA,"Plasma based therapy, SOC",182
"NCT04374526","https://ClinicalTrials.gov/show/NCT04374526",NA,"Italy","Rome","2020-May","2020-Sep","Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital",NA,"Plasma based therapy, SOC",182
"2020-001500-41","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001500-41/BE/",NA,"Belgium","Brussels","2020-Apr",NA,"Recruiting","Randomised","Open-Label",6,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Labor Absenteeism, Pneumonia or ARDS, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Fever, Organ Failure or Dysfunction (SOFA), C-Reactive Protein, Ferritin, IL-1, IL-6, PaO2-FiO2, Radiographic Findings, Hypoxia","Siltuximab, TCZ",NA
"NCT04390152","https://ClinicalTrials.gov/show/NCT04390152",NA,"Colombia","Antioquia","2020-May","2020-Dec","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, Hospitalization, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, Ferritin, IL-6, IL-8, IL-10, Tumor Necrosis Factor (Any), Lymphocyte Count, D-Dimer","HCQ + LPV/r or AZT, Stem cells",40
"EUCTR2020-001696-32-ES","https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number:2020-001696-32",NA,"Spain","Madrid","2020-Aug",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO","Igs, SOC",100
"NCT04432324","https://ClinicalTrials.gov/show/NCT04432324",NA,"Spain","Madrid","2020-Jun","2020-Jul","Not Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","ICU Admission, Hospital Discharge, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, Fever, Distress","Igs",100
"NCT04432324","https://ClinicalTrials.gov/show/NCT04432324",NA,"Spain","Barcelona","2020-Jun","2020-Jul","Not Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","ICU Admission, Hospital Discharge, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, Fever, Distress","Igs",100
"NCT04334629","https://ClinicalTrials.gov/show/NCT04334629",NA,"United Kingdom","London","2020-Apr","2020-Sep","Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Invasive Mechanical Ventilation or ECMO, PaO2-FiO2","NSAIDs, SOC",230
"NCT04391140","https://ClinicalTrials.gov/show/NCT04391140",NA,"Spain","Barcelona","2020-May","2020-Dec","Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality","Positioning + Respiratory support, Respiratory support",248
"2020-001734-36","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001734-36/FR/",NA,"France","Paris","2020-Apr",NA,"Recruiting","Randomised","Open-Label",2,"Confirmed Or Suspected","Hospital","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, C-Reactive Protein, Ferritin, Lymphocyte Count, Platelet Count, D-Dimer, Fibrinogen, LDH, PaO2-FiO2, SpO2, Respiratory Rate, Shock","Anakinra, SOC",NA
"NCT04379037","https://ClinicalTrials.gov/show/NCT04379037",NA,"Argentina","Buenos Aires","2020-May","2020-Sep","Recruiting","Single-Arm","Open-Label",1,"Confirmed","Hospital","Hospitalization, Hospital Discharge, Invasive Mechanical Ventilation or ECMO","Device",50
"NCT04413838","https://ClinicalTrials.gov/show/NCT04413838",NA,"France","Paris","2020-Jun","2021-Jun","Not Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, Hospital Discharge, Adverse Events, IL-1, IL-6, IL-10, Tumor Necrosis Factor (Any), Interferon (Any), PD-1, Lymphocyte Count, CD4, CD8","mAb, SOC",120
"CTRI/2020/05/025161","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43442",NA,"India","New Delhi","2020-May",NA,"Not Recruiting","Randomised","Unspecified",2,"Confirmed","Hospital","Hospital Discharge, Cough, Fever, Dyspnea","Alternative therapy, SOC",120
"CTRI/2020/05/024959","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=42878",NA,"India","New Delhi","2020-Jan",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality","mAb, SOC",30
"NCT04402957","https://ClinicalTrials.gov/show/NCT04402957",NA,"Canada","Ontario","2020-May","2020-Dec","Not Recruiting","Randomised","Quadruple",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospitalization, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, Dyspnea, Organ Failure or Dysfunction (SOFA), Radiographic Findings, Distress, Renal Outcome (Unspecified), Cardiac Outcome (Unspecified)","Other, SOC",60
"NCT04439006","https://clinicaltrials.gov/show/NCT04439006",NA,"United States","Washington, Dc","2020-Jun",NA,"Not Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality","Other, SOC",72
"CTRI/2020/05/025114","http://www.ctri.nic.in/Clinicaltrials/pmaindet2.php?trialid=43504",NA,"India","New Delhi","2020-Dec",NA,"Recruiting","Randomised","Open-Label",2,"Confirmed","Hospital",NA,"FPV, SOC",150
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Argentina","Buenos Aires","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Belgium","Brussels","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Brazil","Brasilia","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Canada","Ottawa","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Chile","Santiago","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"France","Paris","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Japan","Tokyo","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Mexico","Mexico","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Netherlands","Amsterdam","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Poland","Warsaw","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"South Africa","Pretoria","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Spain","Madrid","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"Sweden","Stockholm","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"United Kingdom","London","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"2020-001759-42","https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-001759-42/BE/",NA,"United States","Washington, Dc","2020-Jun",NA,"Recruiting","Randomised","Double",2,"Confirmed","Hospital","Mortality, ICU Admission, Hospital Discharge, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events","mAb, SOC",800
"IRCT20190418043307N1","http://en.irct.ir/trial/47209",NA,"Iran","Tehran","2020-May","2020-Jun","Completed","Randomised","Open-Label",2,"Confirmed","Hospital","Mortality, C-Reactive Protein, Ferritin, White Blood Cell Count, Platelet Count","HCQ, HCQ + Other",100
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","California","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Colorado","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Connecticut","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Hawaii","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Illinois","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Indiana","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Iowa","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Louisiana","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Maine","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Maryland","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Massachusetts","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Michigan","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Minnesota","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Montana","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","New Hampshire","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","New Jersey","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","New York","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","North Carolina","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Ohio","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Oregon","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Pennsylvania","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Rhode Island","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","South Carolina","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Texas","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Utah","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Virginia","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"United States","Washington","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"China","Beijing","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"France","Paris","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Germany","Berlin","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Germany","Hamburg","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Germany","Schleswig-Holstein","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"China","Hong Kong","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Bergamo","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Brescia","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Cremona","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Milano","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Rome","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Padova","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Parma","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Pavia","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Piacenza","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Italy","Roma","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
"NCT04292730","https://ClinicalTrials.gov/show/NCT04292730",NA,"Japan","Kanagawa","2020-Mar","2020-Jun","Not Recruiting","Randomised","Open-Label",4,"Confirmed","Hospital","Mortality, ICU Admission, Non-invasive Ventilation, Treatment-emergent Adverse Events","Remdesivir, SOC",1600
